CustomerID,CustomerName,PrimoCustomer,RegionID
1919,Hailee Vang,No,6
1920,Alivia Novak,Yes,2
1921,Mariana James,No,7
1922,Hillary Hodge,No,6
1923,Zayden Buckley,No,6
1924,Brianna Diaz,No,6
1925,Alivia Brandt,No,6
1926,Haiden Parsons,Yes,6
1927,Alivia Nolan,Yes,6
1928,Makayla Norman,No,6
1929,Yasmine Padilla,Yes,2
1930,Frederick Allen,No,7
1931,Alexus Mcdaniel,No,7
1932,Karli Woodard,No,6
1933,Ryland Schwartz,Yes,6
1934,Destiny Garrison,No,6
1935,Alessandro Keller,Yes,6
1936,Abigayle Richardson,Yes,6
1937,Audrina Little,No,2
1938,Mason Acosta,No,7
1939,Abigayle Little,No,7
1940,Haiden Moss,No,2
1941,Rebekah Ho,Yes,6
1942,Elias Cooley,Yes,7
1943,Frederick Sawyer,Yes,6
1944,Nathaly Conner,No,6
1945,Elias Barber,No,2
1946,Paityn Bowman,No,2
1947,Jayvion Norman,No,7
1948,Peyton Christian,No,6
1949,Alex Richardson,Yes,6
1950,Maxwell Jenkins,No,7
1951,Thomas Arias,No,7
1952,Aylin Whitney,No,7
1953,Jax Rice,Yes,6
1954,Skyler Edwards,Yes,7
1955,Shaylee Vaughn,No,7
1956,Alex Bradley,No,6
1957,Tiffany Hood,Yes,1
1958,Audrina Rice,Yes,6
1959,Jordyn Conner,No,7
1960,Clara Griffin,No,2
1961,Elliott Murillo,No,6
1962,Yasmine Allen,Yes,7
1963,Aydin Glover,No,6
1964,Elvis Vaughn,No,7
1965,Jaylynn Barker,Yes,2
1966,Aedan Haley,No,6
1967,Jordyn Buckley,No,6
1968,Jaylene Ho,No,6
1969,Audrina Crosby,No,7
1970,Jaylen Horton,No,2
1971,Destinee Parsons,No,2
1972,Maxwell Jacobson,No,6
1973,Vaughn Edwards,No,2
1974,Chase Vang,Yes,7
1975,Yasmine Buckley,No,6
1976,Marely York,No,6
1977,Mallory Bradley,No,6
1978,Alisson Bennett,No,6
1979,Rudy Lane,No,6
1980,Jakobe Keller,No,7
1981,Dalton Whitehead,No,7
1982,Destiny Bullock,No,6
1983,Abigayle Dennis,Yes,6
1984,Emery Nolan,Yes,6
1985,Makayla Kennedy,No,2
1986,Mallory Hanna,No,6
1987,Karla Francis,Yes,2
1988,Marely Kennedy,No,3
1989,Camren Sweeney,Yes,3
1990,Marilyn Barber,No,3
1991,Jayvion Lane,No,3
1992,Hayley Wise,No,3
1993,Jaquan Jacobson,Yes,3
1994,Jadyn Patel,Yes,3
1995,Jaylan Haley,Yes,3
1996,Aedan Sloan,No,3
1997,Vance Gonzales,No,3
1998,James Cooley,Yes,3
1999,Hana Morris,Yes,3
2000,Maxwell Garrison,No,3
2001,Saige Walton,No,3
2002,Ryker Rice,No,3
2003,Destinee Conner,No,3
2004,Elliott Sloan,No,3
2005,Jaiden Meadows,No,3
2006,Marely Pratt,No,3
2007,Sidney York,Yes,3
2008,Jovany Holmes,Yes,3
2009,Rachael Bowman,No,3
2010,Thomas Haynes,No,3
2011,Destinee Murillo,No,3
2012,Marely Vaughn,Yes,3
2013,Gwendolyn Rosales,Yes,3
2014,James Munoz,No,3
2015,Hugh Kramer,Yes,7
2016,Abram Olson,No,7
2017,Braiden Cervantes,No,7
2018,Azaria Shelton,No,6
2019,Abram Hooper,No,3
2020,Peyton Hanson,Yes,6
2021,Karla Mcgee,Yes,3
2022,Reid Sloan,Yes,3
2023,Lorenzo Serrano,No,3
2024,Aedan Mays,No,3
2025,Rudy Murillo,Yes,3
2026,Mallory Hodge,No,3
2027,Dustin Jacobson,No,3
2028,Hailee Olson,No,2
2029,Jaylen Bennett,No,7
2030,Ryker Andrade,No,7
2031,Marilyn Lara,No,6
2032,Marely Serrano,No,6
2033,Winston Crosby,No,6
2034,Zoe Santos,No,6
2035,Katie Jacobson,No,3
2036,Jayvion Parsons,No,3
2037,Anderson Frederick,No,3
2038,Jordyn Gonzales,No,3
2039,Brianna Conner,No,3
2040,Brycen Huff,No,6
2041,Trevin Arroyo,No,3
2042,Luka Owens,No,3
2043,Sabrina Stephens,Yes,3
2044,Demetrius Hanson,No,3
2045,Mariana Beck,No,3
2046,Timothy Hanna,No,3
2047,Frederick Lynn,Yes,3
2048,Amani Avila,No,3
2049,Karla Andrade,No,3
2050,Demetrius Ayala,No,3
2051,Zoe Hood,No,3
2052,Jaylene Clay,No,3
2053,Rhys Vang,No,7
2054,Shaylee Parsons,No,7
2055,Rhys Santos,Yes,7
2056,Catalina Owens,No,7
2057,Camren Mcgee,No,7
2058,Jaiden Woodard,No,6
2059,Rhys Nguyen,No,6
2060,Tiffany Diaz,Yes,6
2061,Alessandro Crosby,No,6
2062,Meghan Blanchard,Yes,6
2063,Jordyn Mcknight,Yes,7
2064,Brianna Meyer,No,7
2065,Anahi Meyer,Yes,7
2066,Marilyn Lane,No,2
2067,Marely Jacobson,No,7
2068,Brianna Faulkner,Yes,7
2069,Emery Campbell,Yes,6
2070,Marilyn Vaughn,No,7
2071,Julien Francis,No,7
2072,Franco Todd,No,2
2073,Quentin Dunn,Yes,7
2074,Luka Bullock,Yes,6
2075,Aydin Wise,No,6
2076,Julius Shelton,Yes,3
2077,Rudy Ashley,No,3
2078,Maverick Rosales,No,3
2079,Lorena Mcdonald,No,3
2080,Maverick Acosta,Yes,3
2081,Vaughn Gonzales,No,3
2082,Chase Weiss,Yes,3
2083,Jayvion Haley,No,3
2084,Katie Hooper,No,7
2085,Jasper Lara,Yes,2
2086,Peyton Randall,Yes,7
2087,Jasper Baxter,Yes,7
2088,Hugh Bradley,Yes,7
2089,Camren Glover,No,7
2090,Trevin Acosta,No,3
2091,Bailey Richardson,Yes,3
2092,Aurora Munoz,No,3
2093,Sandra Randall,No,6
2094,Bridger Short,No,7
2095,Malachi Hickman,Yes,6
2096,Zoe Erickson,No,2
2097,Malachi Reed,No,2
2098,Jasmin Parker,No,6
2099,Rudy Campbell,No,7
2100,Anahi Ayala,Yes,9
2101,Trevin Novak,No,6
2102,Jasmin Jenkins,No,2
2103,Paula Nguyen,Yes,7
2104,Yahir Sloan,No,3
2105,Jaylan York,No,3
2106,Vanessa Schwartz,No,3
2107,Macie Blanchard,No,3
2108,Zoey Arias,No,3
2109,Hana Yates,Yes,3
2110,Jaiden Whitaker,Yes,3
2111,Alexus Garrison,Yes,3
2112,Skyler Parker,No,3
2113,Jaylene Costa,No,3
2114,Jaylynn York,Yes,3
2115,Christian Ramirez,No,3
2116,Anahi Hanson,Yes,3
2117,Jaylen Carson,No,3
2118,Jaquan Reilly,No,3
2119,Alivia Andrade,No,3
2120,Paityn Todd,Yes,3
2121,Aedan Brandt,Yes,3
2122,Celia Todd,Yes,3
2123,Lilliana Mcdaniel,Yes,3
2124,Timothy Lara,No,3
2125,Journey Mays,No,3
2126,Hayley Mcgee,No,3
2127,Rhys Arnold,Yes,3
2128,Braelyn Clay,Yes,3
2129,Lorenzo Rojas,No,3
2130,Hugh Owens,No,3
2131,Ryker Sweeney,No,3
2132,Alexus Barker,Yes,3
2133,Abigayle Meyers,Yes,3
2134,Luka Myers,Yes,3
2135,Aedan Rosales,No,3
2136,James Rosales,No,3
2137,Lilly Whitney,Yes,3
2138,Alexandra Wyatt,No,3
2139,Karli Holmes,No,3
2140,Nathaly Hicks,No,3
2141,Paula Mccarty,No,3
2142,Duncan Frederick,No,3
2143,Alex Meyers,No,6
2144,Aydan Norman,Yes,2
2145,Lilly Odonnell,No,2
2146,Destiny Meyers,No,1
2147,Abram Woodard,No,7
2148,Yasmine Hale,No,6
2149,Chana Allen,Yes,2
2150,Alfonso Patel,No,3
2151,Aurora Murillo,No,3
2152,Aydan Andrade,Yes,6
2153,Rachael Gray,No,6
2154,Alessandro Ramirez,No,7
2155,Reid Barnett,Yes,7
2156,Destiny Moss,Yes,3
2157,Micah Faulkner,No,3
2158,Sariah Reed,No,3
2159,Timothy Hooper,No,3
2160,Micah Glover,No,3
2161,Aurora Sloan,Yes,3
2162,Alexus Lara,Yes,7
2163,Maximo Bennett,No,6
2164,Julien Benton,No,6
2165,Azaria Mcdaniel,Yes,6
2166,Vanessa Vang,No,6
2167,Malachi Hood,No,6
2168,Braiden Vaughn,No,6
2169,Ayana Jenkins,No,6
2170,Clara Sweeney,Yes,7
2171,Jasmin Ball,No,6
2172,Hugh Rice,No,6
2173,Dustin Ayala,Yes,7
2174,Paula Huff,No,7
2175,Hailee Edwards,No,7
2176,Luka Beck,No,2
2177,Rhys Higgins,No,6
2178,James Yates,Yes,7
2179,Katie Parks,Yes,7
2180,Nathaly Erickson,No,2
2181,Jaylene Little,Yes,7
2182,Alessandro Blanchard,Yes,6
2183,Peyton Hutchinson,Yes,7
2184,Belen Buckley,Yes,7
2185,Ayana Dennis,No,7
2186,Ryker Owens,No,2
2187,Jaylen Cooley,No,6
2188,Carina Rice,No,6
2189,Julien James,No,7
2190,Luka Ross,No,6
2191,Camren Owens,No,6
2192,Vanessa Arroyo,No,6
2193,Vanessa Bryan,Yes,6
2194,Zoey Hood,Yes,6
2195,Meghan Glover,Yes,6
2196,Chase Todd,No,6
2197,Brycen Hickman,No,7
2198,Rebekah Horton,No,2
2199,Jaylene Mcfarland,No,2
2200,Lorenzo Hanson,No,2
2201,Anahi Olson,No,6
2202,Maxim Diaz,Yes,2
2203,Alex Cordova,Yes,6
2204,Esteban Andrade,Yes,7
2205,Sandra Barber,No,6
2206,Jasmin Edwards,Yes,6
2207,Karli Mays,Yes,2
2208,Jaylan Cordova,No,6
2209,Paityn Novak,No,6
2210,Vanessa Bowman,Yes,2
2211,Sariah Mays,No,6
2212,Journey Higgins,No,7
2213,Brianna Santos,No,6
2214,Aedan Sherman,Yes,7
2215,Katie Lara,No,7
2216,Jovany Rodgers,No,6
2217,Audrina Harper,Yes,6
2218,Jaylen Browning,No,2
2219,Alexus Benton,No,6
2220,Sabrina Bullock,Yes,6
2221,Maximo Wise,Yes,6
2222,Bailey Hodge,Yes,6
2223,Emery Ashley,No,2
2224,Esteban Hodge,No,6
2225,Sandra Carson,No,7
2226,Maxwell Gutierrez,No,6
2227,Paula Rice,Yes,7
2228,Javon Myers,No,6
2229,Zoe Parker,No,6
2230,Emery Todd,No,7
2231,Yahir Mcgee,No,7
2232,Catalina Kramer,Yes,2
2233,Peyton Ross,No,7
2234,Micah Whitehead,No,7
2235,Javon Higgins,No,7
2236,Zoe Sloan,No,7
2237,Tiffany Baxter,No,6
2238,Rhys Owens,Yes,6
2239,Maxwell Rose,Yes,6
2240,Macie Holmes,No,2
2241,Ulises Hickman,Yes,6
2242,Shaylee Arias,No,2
2243,Kali Bryan,Yes,6
2244,Hailee Haley,Yes,7
2245,Rudy James,No,7
2246,Jaiden Mcknight,No,7
2247,Vanessa Barker,No,6
2248,Misael Andrade,Yes,6
2249,Franco Murillo,No,7
2250,Misael Rose,No,2
2251,Sariah Conner,No,6
2252,Gwendolyn Cervantes,No,7
2253,Jasper Meyers,No,7
2254,Vanessa Weiss,No,7
2255,Belen Christian,No,7
2256,Winston Faulkner,No,4
2257,Abigayle Anthony,No,4
2258,Nathaly Wise,No,4
2259,Jadyn Bradley,Yes,4
2260,Mariana Garrison,No,4
2261,Alexus Cervantes,Yes,4
2262,Cooper Erickson,No,4
2263,Marely Clay,No,7
2264,Lilly Huff,Yes,5
2265,Esteban Short,No,4
2266,Braiden Randall,Yes,4
2267,Vance Smith,Yes,6
2268,Chase Yates,Yes,2
2269,Aydan Whitney,No,2
2270,Haiden Conner,No,7
2271,Brycen Mays,No,2
2272,Aylin Sweeney,No,2
2273,Alexandra Andrade,No,7
2274,Yahir Diaz,No,6
2275,Zayden Schwartz,No,7
2276,Dustin Parsons,No,7
2277,Rhys Anthony,No,7
2278,Alexandra James,No,7
2279,Macie Gonzales,No,6
2280,Roy Wyatt,Yes,6
2281,Sidney Anthony,No,7
2282,Rachael Yates,No,6
2283,Hailee Odonnell,No,6
2284,Thomas Garrison,No,7
2285,Anderson Huff,Yes,2
2286,Alexus Mcgee,Yes,2
2287,Audrina Weiss,Yes,7
2288,Lilly Sherman,No,6
2289,Haiden Arnold,Yes,6
2290,Quinn Brandt,No,2
2291,Maverick Smith,No,2
2292,Jaylin Barnett,No,8
2293,Julius Meza,No,7
2294,Peyton Clay,No,6
2295,Sabrina Horton,No,7
2296,Jaylene Mcdaniel,No,7
2297,Celia Gray,Yes,6
2298,Nathaly Munoz,No,6
2299,Bridger Horton,No,6
2300,Saige Bowman,No,6
2301,Sariah Cervantes,Yes,7
2302,Malachi Kennedy,Yes,7
2303,Jacey Bradley,No,6
2304,Ayana Wyatt,No,2
2305,Alivia Padilla,Yes,7
2306,Duncan Sherman,No,7
2307,Elliott Reed,No,6
2308,Paityn Bryan,No,6
2309,Karli Hutchinson,Yes,7
2310,Jaiden Rosales,No,6
2311,Jaylin James,No,7
2312,Jaylynn Arnold,No,7
2313,Thomas Rosales,No,6
2314,Zoey Richardson,Yes,6
2315,Elvis Anthony,No,6
2316,Ryker Chandler,Yes,6
2317,Luka Olson,No,6
2318,Macie Ayala,No,6
2319,Shaylee Carson,Yes,2
2320,James Wise,No,7
2321,Dustin Gray,No,6
2322,Ryland Edwards,No,7
2323,Ayana Gonzales,No,7
2324,Jaylynn Frederick,Yes,6
2325,Daniel Reilly,Yes,6
2326,Demetrius Hutchinson,Yes,6
2327,Hailee Carson,No,6
2328,Julien Carson,No,7
2329,Azaria Meyers,No,2
2330,Haiden James,Yes,6
2331,Vance Dennis,No,2
2332,Meghan Ashley,No,6
2333,Journey Sawyer,Yes,6
2334,Sabrina Cordova,No,6
2335,Rudy Patel,No,7
2336,Micah Clay,No,6
2337,Thomas Nguyen,No,6
2338,Azaria Cordova,No,7
2339,Micah Byrd,Yes,6
2340,Malachi Mays,Yes,6
2341,Skyler Woodard,No,6
2342,Tiffany Short,No,6
2343,Azaria Haley,Yes,6
2344,Kali Yates,No,2
2345,Quinn Bryan,Yes,7
2346,Aedan Campbell,No,2
2347,Quinn Shelton,No,7
2348,Trevin Hodge,No,6
2349,Vaughn Odom,No,6
2350,Jaylynn Whitaker,Yes,6
2351,James York,Yes,2
2352,Marilyn Bennett,No,7
2353,Zayden Hanson,No,6
2354,Phoebe Nolan,No,7
2355,Vance Christian,No,7
2356,Hayley Mccarty,No,7
2357,Yahir Crosby,No,7
2358,Anahi Rosales,No,6
2359,Braiden Ayala,No,2
2360,Jaylene Hanna,Yes,6
2361,Hillary Rodgers,No,6
2362,Winston Kramer,No,7
2363,Jasper Olson,No,6
2364,Franco Pratt,Yes,7
2365,Nathaly Baxter,Yes,6
2366,Paula Lane,No,6
2367,Micah Hanson,Yes,2
2368,Karli Padilla,No,7
2369,Jaylene Hood,Yes,7
2370,Jaiden Adams,No,7
2371,Reid Jenkins,Yes,7
2372,Braelyn Harper,Yes,7
2373,James Meza,No,7
2374,Hana Rose,No,6
2375,Maximo Kramer,No,6
2376,Emery Benton,Yes,6
2377,Alfonso Lane,No,6
2378,Jadyn Nguyen,Yes,6
2379,Jovany Hicks,No,6
2380,Destinee Munoz,Yes,7
2381,Amani Little,No,6
2382,Peyton Schwartz,Yes,6
2383,Braiden Acosta,Yes,6
2384,Rachael Bennett,No,7
2385,Micah Jacobson,No,7
2386,Jaylynn Ho,No,7
2387,Zoey Figueroa,No,7
2388,Anahi Hickman,No,6
2389,Hillary Murillo,No,6
2390,Brianna Munoz,No,6
2391,Thomas Benton,Yes,6
2392,Brianna Ross,Yes,2
2393,Hayley Haynes,No,7
2394,Franco Walton,No,7
2395,Alivia Blanchard,No,7
2396,Christian Lane,No,7
2397,Marely Faulkner,No,7
2398,Reid Wyatt,No,7
2399,Sandra Munoz,No,7
2400,Alex Reed,No,6
2401,Ryker Parsons,Yes,6
2402,Mason Cooley,No,6
2403,Franco Richardson,No,6
2404,Christian Francis,No,7
2405,Quentin Acosta,No,7
2406,Lorenzo Dennis,No,5
2407,Maverick Avila,Yes,4
2408,Anderson Richardson,Yes,7
2409,Lilly Reed,No,7
2410,Jadyn Mcgee,No,5
2411,Alfonso Ball,Yes,4
2412,Cooper Higgins,Yes,7
2413,Ray Meyers,No,7
2414,Winston Todd,Yes,7
2415,Mallory Ross,Yes,7
2416,Macie Mcknight,No,6
2417,Marley Clay,No,6
2418,Skyler Hanson,No,6
2419,Meghan Buckley,No,2
2420,Lorena Schwartz,No,7
2421,Juan Bullock,No,6
2422,Sandra Buckley,No,6
2423,Destinee Barnett,Yes,6
2424,Alaina Mack,No,2
2425,Carina Ho,No,7
2426,Braiden Christian,Yes,7
2427,Jaylan Parks,No,6
2428,Journey Cooley,No,6
2429,Elvis Edwards,No,6
2430,Hillary Hood,Yes,6
2431,Bailey Serrano,No,6
2432,Emery Costa,No,7
2433,Jaylene Erickson,No,7
2434,Abigayle Arias,Yes,6
2435,Ayana Bradley,No,2
2436,Catalina Clay,Yes,6
2437,Misael Vaughn,No,7
2438,Carissa Horton,No,7
2439,Jax Rose,Yes,7
2440,Alisson Mcdonald,No,6
2441,Peyton Norman,No,2
2442,Camren Yates,No,7
2443,Sandra Hickman,No,7
2444,Alaina Arroyo,No,7
2445,Chana Campbell,No,6
2446,Marilyn Kennedy,No,6
2447,Lorenzo Parsons,Yes,6
2448,Yasmine Bowman,No,6
2449,Peyton Keller,No,6
2450,Skyler Mack,No,7
2451,Chase Mcdonald,No,7
2452,Aydan Pratt,No,6
2453,Tiffany Richardson,No,6
2454,Thomas Glover,No,6
2455,Hugh Pratt,No,6
2456,Maverick Santos,No,6
2457,Braelyn Erickson,No,7
2458,Mariana Lara,Yes,7
2459,Micah James,No,7
2460,Clara Gonzales,No,6
2461,Rachael Rojas,Yes,2
2462,Aylin Costa,Yes,6
2463,Alisson Myers,No,7
2464,Sabrina Walton,Yes,6
2465,Lorena Haley,No,6
2466,Braiden Myers,Yes,6
2467,Mallory Clay,Yes,2
2468,Maverick Shelton,Yes,7
2469,Jax Barnett,No,7
2470,Quinn Richardson,Yes,7
2471,James Jacobson,No,6
2472,Julien Griffin,Yes,6
2473,Luka Vang,No,6
2474,Hayley Owens,No,6
2475,Elvis Cooley,No,2
2476,Carissa Huff,No,6
2477,Audrina Brandt,No,6
2478,Cecilia Owens,Yes,6
2479,Rebekah Costa,No,7
2480,Brianna Odonnell,No,6
2481,Jasper Clay,No,6
2482,Lilly Little,No,6
2483,Carina Barber,No,6
2484,Paloma Reilly,Yes,7
2485,Alaina Garrison,No,6
2486,Katie Beck,No,6
2487,Timothy Mccarty,No,2
2488,Maverick Glover,No,6
2489,Destiny Hood,No,7
2490,Christian Rojas,No,7
2491,Jaquan Whitney,Yes,6
2492,Julien Lynn,No,2
2493,Abram Jenkins,Yes,6
2494,Alivia Ho,No,7
2495,Lorena Wyatt,No,4
2496,Maxwell Acosta,No,7
2497,Alaina Bullock,Yes,5
2498,Timothy Arroyo,Yes,4
2499,Lorenzo Yates,Yes,5
2500,Phoebe Avila,Yes,5
2501,Aedan Cooley,Yes,4
2502,Elias Bryan,Yes,4
2503,Amani Adams,No,4
2504,Misael Whitehead,No,7
2505,Belen Blanchard,No,5
2506,Alisson Hooper,No,7
2507,Destiny Chandler,Yes,5
2508,Aedan Serrano,No,7
2509,Julius Holmes,No,5
2510,Kali Dennis,No,7
2511,Katie Rice,No,5
2512,Gwendolyn Sweeney,Yes,5
2513,Mallory James,No,5
2514,August Santos,No,4
2515,Jaquan Keller,No,4
2516,Alessandro Cooley,No,4
2517,Ryker Dennis,No,7
2518,Katie Mccarty,Yes,7
2519,Reid Woodard,No,3
2520,Cecilia Crosby,No,3
2521,Sidney Parks,Yes,3
2522,Dalton Hanna,No,3
2523,Maximo Murillo,No,3
2524,Sabrina Mcfarland,No,3
2525,Catalina Rosales,Yes,3
2526,Meghan Todd,Yes,3
2527,Peyton Serrano,No,3
2528,Marley Frederick,Yes,3
2529,Skyler Stephens,No,3
2530,Cecilia Mcdonald,No,3
2531,Lorena Faulkner,Yes,7
2532,Hana Gutierrez,No,5
2533,Ryland Mcdonald,No,4
2534,Duncan Jacobson,No,7
2535,Alex Sherman,No,7
2536,Aydan Mccarty,No,7
2537,Phoebe Serrano,No,5
2538,Paloma Barker,No,5
2539,Maverick Ross,Yes,4
2540,Alessandro Olson,No,7
2541,Maxim Sloan,No,4
2542,Trevin Bullock,No,4
2543,Nathaly Mcfarland,Yes,4
2544,Jovany Figueroa,No,4
2545,Hailee Whitaker,Yes,7
2546,Paloma Haley,No,4
2547,Jaylin Odonnell,No,4
2548,Maverick Anthony,Yes,7
2549,Paloma Cordova,No,4
2550,Karla Rojas,Yes,5
2551,Trevin Dunn,Yes,5
2552,Camren Cooley,No,7
2553,Abram Erickson,No,5
2554,Vance Hanson,No,7
2555,Rhys Garrison,No,7
2556,Emery Mcknight,No,5
2557,Destiny Odom,No,5
2558,Duncan Mcfarland,No,7
2559,Julius Griffin,Yes,5
2560,Katie Myers,No,4
2561,Carissa Ashley,No,4
2562,Sidney Adams,Yes,7
2563,Duncan Norman,Yes,7
2564,Jovany Francis,No,7
2565,Kali Meadows,No,5
2566,Audrina Bennett,No,5
2567,Trevin Reilly,No,4
2568,Aedan Harper,Yes,4
2569,Frederick Ball,Yes,5
2570,Nathaly Mcdonald,Yes,4
2571,Chase Hodge,No,4
2572,Lorenzo Haley,No,5
2573,Quinn Haley,No,4
2574,Esteban Cervantes,No,5
2575,Winston Lara,Yes,4
2576,Jaylin Nguyen,No,5
2577,Zoe Garrison,No,7
2578,Amani Nolan,No,5
2579,Marilyn Arias,No,5
2580,Zoe Gray,No,4
2581,Julius Nguyen,No,4
2582,Paityn Preston,No,7
2583,Dustin Olson,Yes,7
2584,Ryker Blanchard,No,7
2585,Tiffany Yates,Yes,7
2586,Aydin Patel,Yes,7
2587,Skyler Hutchinson,Yes,7
2588,Christian Hood,No,4
2589,Alaina Serrano,No,4
2590,Jacey Novak,Yes,5
2591,Ulises Munoz,No,7
2592,Gwendolyn Todd,No,7
2593,Christian Mack,No,5
2594,Demetrius Dunn,No,4
2595,Jacey Sherman,Yes,4
2596,Carina Christian,Yes,5
2597,Kali Weiss,Yes,5
2598,Daniel Bennett,Yes,4
2599,Macie Owens,Yes,4
2600,Aylin Walton,Yes,7
2601,Marilyn Smith,No,7
2602,Alessandro Lane,No,4
2603,Chana Harper,No,7
2604,Sabrina Browning,Yes,7
2605,Jordyn Sloan,No,7
2606,Hayley Erickson,No,5
2607,Jovany Hutchinson,No,4
2608,Jaquan Meadows,No,4
2609,Sabrina Hicks,No,4
2610,Shaylee Moss,Yes,7
2611,Elvis Short,Yes,5
2612,Destiny Byrd,No,5
2613,Esteban Blanchard,Yes,7
2614,Lilly Santos,No,3
2615,Shaylee Santos,Yes,3
2616,Zoe Padilla,No,3
2617,Bridger Hale,No,3
2618,Alivia Short,Yes,3
2619,Jadyn Hicks,Yes,3
2620,Quentin Stephens,Yes,3
2621,Saige Cantu,Yes,3
2622,Catalina Morris,No,3
2623,Kali Richardson,No,3
2624,Jaylin Vaughn,Yes,3
2625,Aydin Conner,No,3
2626,Elliott Huff,No,3
2627,Dustin Lynn,Yes,3
2628,Duncan Avila,Yes,3
2629,Jaylynn Wyatt,No,3
2630,Cooper Whitaker,Yes,3
2631,Ryland Diaz,Yes,3
2632,Alivia Mcfarland,Yes,3
2633,Hailee Mcfarland,No,3
2634,Shaylee Hooper,No,3
2635,Mariana Andrade,Yes,3
2636,Reilly Edwards,No,3
2637,Zoe Parks,No,3
2638,Mallory Arias,Yes,3
2639,Alexandra Diaz,No,3
2640,Aurora Allen,No,3
2641,Quintin Padilla,No,3
2642,Sidney Whitehead,Yes,3
2643,Alessandro Sawyer,No,3
2644,Rudy Browning,Yes,3
2645,Sandra Brandt,Yes,3
2646,Micah Cooley,No,3
2647,Makayla Whitney,No,3
2648,Quintin Hale,No,3
2649,Jaylin Rojas,No,3
2650,Jayvion Rose,Yes,3
2651,Esteban Acosta,No,3
2652,Anderson Mack,Yes,3
2653,Micah Adams,Yes,7
2654,Maverick Ashley,No,7
2655,Quinn Nolan,Yes,7
2656,Celia Horton,No,7
2657,Jadyn Figueroa,No,6
2658,Hugh Buckley,Yes,7
2659,Lilly Avila,Yes,7
2660,Meghan Mcknight,No,7
2661,Rebekah Lara,Yes,2
2662,Marley Lynn,Yes,7
2663,Yahir Garrison,No,5
2664,Alivia Myers,No,4
2665,Hayley Lane,No,7
2666,Sandra Bradley,No,7
2667,Jax Lane,No,4
2668,Alexandra Bennett,No,5
2669,Paityn Hale,No,3
2670,Jayvion Gonzales,No,3
2671,Elvis Shelton,No,3
2672,Braiden Ball,No,4
2673,Meghan Reilly,No,5
2674,Quintin Frederick,No,5
2675,Roy Bryan,No,5
2676,Peyton Beck,No,7
2677,Jaylan Nguyen,No,7
2678,Demetrius Glover,No,4
2679,Thomas Weiss,No,7
2680,Sariah Anthony,No,7
2681,James Higgins,Yes,7
2682,Celia Bradley,Yes,5
2683,Julius Cantu,Yes,4
2684,Maxwell Odonnell,Yes,4
2685,Anahi Christian,No,4
2686,Dalton Bradley,No,4
2687,Celia Carson,Yes,4
2688,Ray Mcfarland,No,7
2689,Jaylin Whitney,No,7
2690,Haiden Garrison,No,7
2691,Daniel Higgins,Yes,7
2692,Destiny Arnold,No,7
2693,Zayden Higgins,No,7
2694,Malachi Barnett,No,7
2695,August Harper,No,7
2696,Maxim Morris,No,5
2697,Maximo Keller,No,4
2698,Marilyn Griffin,Yes,4
2699,Esteban Cantu,No,4
2700,Brianna Walton,Yes,7
2701,Carissa Patel,No,6
2702,Meghan Rosales,No,2
2703,Brycen Owens,Yes,6
2704,Aydin Brandt,Yes,7
2705,Dalton Mays,No,7
2706,Marely Rodgers,No,7
2707,Skyler Reed,No,2
2708,Alani Nguyen,No,2
2709,Lorenzo Parker,No,2
2710,Mallory Mcgee,No,2
2711,Roy Ayala,No,2
2712,Maximo Short,Yes,2
2713,Bailey Barber,Yes,7
2714,Rudy Reed,No,7
2715,Reilly Parsons,No,7
2716,Rudy Walton,No,6
2717,Gwendolyn Ayala,No,6
2718,Sidney Andrade,Yes,7
2719,Alaina York,No,7
2720,Alexandra Avila,No,2
2721,Tiffany Vang,No,2
2722,Abigayle Hutchinson,No,7
2723,Chana Todd,Yes,7
2724,Chana Griffin,No,6
2725,Jayvion Francis,No,6
2726,Jaylene Wise,No,6
2727,Aydin Munoz,No,6
2728,Jasper Richardson,No,6
2729,Jakobe Mcgee,No,6
2730,Kali Norman,Yes,7
2731,Braelyn Mack,No,7
2732,Aylin Horton,No,6
2733,Alisson Todd,No,2
2734,Frederick Clay,No,7
2735,Lilly Barber,No,6
2736,Braiden Preston,No,7
2737,Thomas Haley,No,6
2738,Alexus Whitney,No,6
2739,Quintin Arroyo,Yes,6
2740,Marilyn Bryan,Yes,7
2741,Tiffany Benton,No,7
2742,Chase Mcdaniel,Yes,6
2743,Aydin Gutierrez,No,7
2744,Gwendolyn York,No,2
2745,Reilly Andrade,No,7
2746,Jaquan Rosales,Yes,7
2747,Jordyn Richardson,Yes,6
2748,Vaughn Ball,No,7
2749,Bailey Stephens,No,7
2750,Bridger Arnold,Yes,6
2751,Ayana Whitney,No,7
2752,Ulises Acosta,No,2
2753,Karli Faulkner,Yes,6
2754,Alani Cantu,No,6
2755,Lilliana Reed,No,7
2756,Sabrina Frederick,No,7
2757,Quinn Keller,No,2
2758,Lorenzo Thornton,No,7
2759,Jayvion Mcdonald,No,2
2760,Quentin Murillo,No,6
2761,Alfonso Barber,No,2
2762,Ayana Meyers,Yes,7
2763,Sandra Browning,No,2
2764,Thomas Owens,No,7
2765,Jaylene Meyers,No,5
2766,Bridger Reed,No,7
2767,Jasmin Parks,No,5
2768,Maverick Parks,Yes,4
2769,Jaylene Jenkins,Yes,5
